Date,Service,InstanceType,Region,Cost,CPUUtilization,MemoryUtilization,NetworkIO,StorageUsed,RunningHours,Recommendation
2024-01-24,EC2,t3.xlarge,eu-central-1,37.13,32.05,48.8,4.67,76.39,218,optimal
2024-02-19,RDS,db.r5.xlarge,us-west-2,293.31,38.55,22.47,53.86,477.5,598,reserved_instance
2024-08-20,S3,Glacier,ap-southeast-1,13.39,0.0,0.0,40.23,3229.65,730,optimal
2024-12-22,EBS,io2,ap-south-1,39.81,0.0,0.0,12.01,313.05,730,downgrade_to_gp3
2024-03-20,Lambda,128MB,eu-central-1,0.02,14.55,17.66,0.62,0.0,0,optimal
2024-11-11,Lambda,512MB,us-east-1,0.09,52.28,17.73,12.78,0.0,0,optimal
2024-12-19,S3,Standard,eu-central-1,56.23,0.0,0.0,11.09,2546.36,730,optimal
2024-08-15,RDS,db.t3.medium,us-east-1,39.68,39.44,53.16,28.05,294.13,588,optimal
2024-10-05,S3,Standard,eu-central-1,43.39,0.0,0.0,11.49,1927.6,730,optimal
2024-05-21,RDS,db.t3.micro,eu-central-1,7.21,16.71,48.96,41.37,871.03,446,optimal
2024-12-05,RDS,db.r5.xlarge,us-east-1,205.79,49.15,38.52,12.89,596.22,425,optimal
2024-06-19,RDS,db.t3.small,ap-south-1,17.99,59.21,67.9,4.35,388.27,505,optimal
2024-02-05,EBS,gp3,ap-south-1,27.99,0.0,0.0,32.73,341.39,730,optimal
2024-04-29,S3,Standard,ap-south-1,78.6,0.0,0.0,28.46,3342.83,730,optimal
2024-01-02,S3,Standard,us-west-2,81.56,0.0,0.0,50.76,3697.02,730,optimal
2024-10-03,S3,Standard,us-east-1,78.54,0.0,0.0,104.97,3503.04,730,optimal
2024-12-04,EC2,t3.medium,us-east-1,20.04,23.26,40.31,65.39,54.82,466,optimal
2024-05-01,EBS,io1,us-east-1,39.4,0.0,0.0,8.67,307.7,730,downgrade_to_gp3
2024-01-27,RDS,db.r5.large,ap-south-1,109.42,55.81,30.81,181.07,535.42,458,optimal
2024-02-02,Lambda,1024MB,eu-west-1,0.17,39.48,15.49,0.45,0.0,0,reduce_memory
2024-09-19,EBS,gp2,eu-central-1,29.08,0.0,0.0,22.15,297.9,730,optimal
2024-11-10,EC2,c5.xlarge,ap-south-1,68.04,42.06,31.67,125.86,137.42,408,optimal
2024-08-22,EC2,t3.micro,eu-central-1,5.22,48.35,58.84,56.69,110.01,511,optimal
2024-08-06,EC2,m5.xlarge,ap-southeast-1,103.11,17.58,17.67,69.36,45.12,554,downsize
2024-02-07,EC2,t3.2xlarge,ap-south-1,85.15,25.15,21.25,233.98,105.52,251,downsize
2024-02-03,RDS,db.t3.medium,ap-south-1,47.98,26.79,67.83,50.66,489.89,724,optimal
2024-10-26,EBS,io1,eu-central-1,11.37,0.0,0.0,8.92,86.94,730,downgrade_to_gp3
2024-09-28,S3,Intelligent-Tiering,ap-south-1,33.74,0.0,0.0,40.7,2688.05,730,optimal
2024-11-05,Lambda,128MB,ap-southeast-1,0.02,42.22,59.38,0.07,0.0,0,optimal
2024-02-28,EBS,gp3,eu-central-1,10.47,0.0,0.0,53.13,134.87,730,optimal
2024-04-26,Lambda,512MB,eu-central-1,0.09,1.52,50.09,0.0,0.0,0,optimal
2024-07-23,Lambda,128MB,eu-west-1,0.02,39.55,66.55,0.75,0.0,0,optimal
2024-08-06,S3,Glacier,eu-west-1,12.12,0.0,0.0,172.2,3163.67,730,optimal
2024-07-10,RDS,db.r5.large,us-east-1,109.42,59.06,73.76,17.09,427.47,446,optimal
2024-02-13,EC2,m5.large,us-east-1,46.56,13.73,5.0,101.9,179.37,481,optimal
2024-03-07,EBS,gp2,ap-south-1,38.47,0.0,0.0,58.14,399.05,730,optimal
2024-10-14,S3,Glacier,us-east-1,25.14,0.0,0.0,9.31,6132.34,730,optimal
2024-07-29,S3,Glacier,eu-central-1,30.89,0.0,0.0,71.09,7434.26,730,optimal
2024-01-27,S3,Glacier,eu-west-1,33.07,0.0,0.0,32.12,8521.49,730,optimal
2024-06-29,EC2,c5.large,ap-south-1,27.47,52.49,45.61,84.35,132.84,317,optimal
2024-03-20,Lambda,256MB,us-east-1,0.05,64.18,71.81,0.36,0.0,0,optimal
2024-06-28,EBS,io1,us-east-1,45.09,0.0,0.0,9.03,349.69,730,downgrade_to_gp3
2024-10-20,RDS,db.r5.large,ap-south-1,175.2,42.96,16.33,25.29,581.11,718,reserved_instance
2024-11-10,EBS,gp2,ap-south-1,40.94,0.0,0.0,26.13,393.66,730,optimal
2024-12-21,S3,Standard,us-west-2,67.32,0.0,0.0,3.48,2839.68,730,optimal
2024-05-19,S3,Intelligent-Tiering,eu-west-1,62.5,0.0,0.0,302.21,5044.73,730,optimal
2024-01-04,RDS,db.t3.small,ap-south-1,20.82,66.28,18.19,98.52,616.36,605,optimal
2024-02-05,RDS,db.t3.micro,us-east-1,11.9,55.53,43.94,14.61,882.14,671,optimal
2024-04-20,Lambda,1024MB,eu-central-1,0.17,27.7,49.31,2.56,0.0,0,optimal
2024-06-23,RDS,db.t3.medium,eu-west-1,39.79,66.6,36.66,56.59,301.24,566,optimal
2024-10-17,EBS,gp2,us-east-1,37.25,0.0,0.0,80.86,361.53,730,optimal
2024-11-12,EC2,c5.xlarge,us-east-1,63.33,22.38,24.79,28.93,87.63,378,downsize
2024-08-14,Lambda,1024MB,ap-south-1,0.18,52.91,48.63,3.38,0.0,0,optimal
2024-08-14,Lambda,512MB,us-west-2,0.08,45.15,42.59,0.04,0.0,0,optimal
2024-09-19,EC2,t3.2xlarge,eu-central-1,69.46,20.62,5.14,14.67,59.4,213,downsize
2024-05-25,EBS,io2,ap-south-1,24.77,0.0,0.0,25.05,194.76,730,downgrade_to_gp3
2024-01-24,RDS,db.r5.large,ap-south-1,103.99,32.54,15.07,43.23,272.64,428,optimal
2024-01-04,RDS,db.t3.medium,us-west-2,32.85,67.53,62.18,126.99,400.65,470,optimal
2024-05-10,S3,Intelligent-Tiering,us-east-1,36.58,0.0,0.0,91.66,2929.48,730,optimal
2024-01-04,Lambda,1024MB,us-west-2,0.17,76.25,21.85,0.19,0.0,0,reduce_memory
2024-03-07,Lambda,256MB,ap-south-1,0.04,46.75,70.31,0.17,0.0,0,optimal
2024-10-13,S3,Standard,eu-central-1,108.47,0.0,0.0,130.95,4579.79,730,optimal
2024-01-22,Lambda,128MB,eu-central-1,0.02,29.03,18.08,0.31,0.0,0,optimal
2024-02-09,S3,Glacier,eu-central-1,8.09,0.0,0.0,78.65,2094.89,730,optimal
2024-10-20,Lambda,1024MB,eu-west-1,0.17,8.23,29.72,3.77,0.0,0,reduce_memory
2024-02-28,Lambda,128MB,eu-west-1,0.02,7.87,40.72,1.3,0.0,0,optimal
2024-03-28,EBS,io2,ap-southeast-1,14.69,0.0,0.0,100.64,123.37,730,optimal
2024-02-15,Lambda,128MB,us-west-2,0.02,13.98,57.96,0.77,0.0,0,optimal
2024-08-11,EBS,io2,ap-south-1,21.41,0.0,0.0,56.98,164.23,730,delete_unused
2024-06-07,S3,Standard,eu-west-1,57.6,0.0,0.0,87.68,2572.64,730,optimal
2024-03-27,EC2,m5.2xlarge,ap-southeast-1,86.65,20.0,21.96,232.35,138.64,216,downsize
2024-09-28,EBS,gp3,eu-west-1,27.16,0.0,0.0,49.09,324.52,730,optimal
2024-11-26,RDS,db.t3.small,us-east-1,15.91,37.53,35.64,78.24,372.97,474,optimal
2024-05-11,RDS,db.t3.small,ap-south-1,16.77,22.62,17.44,69.1,666.07,478,optimal
2024-12-01,EC2,t3.medium,ap-southeast-1,24.99,6.99,18.34,30.38,57.83,605,optimal
2024-08-25,EBS,io2,ap-southeast-1,23.74,0.0,0.0,43.29,194.02,730,downgrade_to_gp3
2024-10-16,EBS,io1,ap-southeast-1,22.22,0.0,0.0,57.81,183.95,730,optimal
2024-08-13,EC2,m5.xlarge,eu-central-1,79.24,4.5,5.55,151.33,158.3,410,downsize
2024-05-20,EBS,gp2,eu-west-1,38.52,0.0,0.0,41.36,405.06,730,optimal
2024-06-07,Lambda,1024MB,us-east-1,0.17,39.56,20.83,3.4,0.0,0,reduce_memory
2024-01-30,S3,Intelligent-Tiering,us-east-1,27.46,0.0,0.0,41.96,2129.25,730,optimal
2024-11-26,EC2,c5.large,ap-south-1,53.21,51.9,43.29,91.98,66.11,619,optimal
2024-07-15,Lambda,128MB,eu-central-1,0.02,73.56,22.06,0.22,0.0,0,optimal
2024-10-19,RDS,db.t3.medium,ap-south-1,44.53,59.61,43.35,50.07,427.46,643,optimal
2024-09-13,RDS,db.t3.micro,eu-central-1,7.77,33.94,62.47,25.03,504.47,452,optimal
2024-06-24,EC2,m5.2xlarge,ap-southeast-1,103.39,24.77,5.0,181.12,102.71,276,downsize
2024-01-21,RDS,db.r5.large,eu-central-1,161.23,72.22,16.91,17.28,252.49,668,reserved_instance
2024-09-24,EBS,gp3,eu-west-1,17.24,0.0,0.0,102.28,221.73,730,optimal
2024-05-24,Lambda,1024MB,eu-west-1,0.17,23.22,36.58,0.11,0.0,0,reduce_memory
2024-12-13,EBS,gp2,ap-southeast-1,33.95,0.0,0.0,12.01,328.18,730,optimal
2024-02-03,S3,Standard,ap-south-1,230.58,0.0,0.0,42.55,10259.21,730,intelligent_tiering
2024-12-13,Lambda,512MB,eu-west-1,0.09,0.84,14.32,2.71,0.0,0,optimal
2024-12-02,EBS,gp3,eu-west-1,15.79,0.0,0.0,9.85,196.46,730,delete_unused
2024-12-05,RDS,db.t3.medium,eu-west-1,38.86,54.72,48.53,28.21,262.26,600,optimal
2024-03-07,EBS,gp2,eu-west-1,32.43,0.0,0.0,47.69,326.95,730,optimal
2024-11-25,S3,Standard,ap-southeast-1,66.25,0.0,0.0,2.01,3022.93,730,optimal
2024-12-25,EBS,gp2,ap-southeast-1,22.7,0.0,0.0,34.14,237.97,730,optimal
2024-09-17,S3,Standard,eu-west-1,175.62,0.0,0.0,16.1,7338.82,730,intelligent_tiering
2024-06-07,RDS,db.t3.small,eu-west-1,21.11,82.45,42.54,31.54,298.53,648,optimal
2024-04-08,RDS,db.t3.small,us-west-2,14.41,62.36,19.03,43.82,254.48,439,optimal
2024-05-31,EC2,m5.2xlarge,ap-south-1,248.85,25.58,21.68,93.96,184.01,639,downsize
2024-01-20,S3,Glacier,us-west-2,8.78,0.0,0.0,108.62,2254.82,730,optimal
2024-11-01,Lambda,256MB,us-west-2,0.04,17.16,47.55,2.52,0.0,0,optimal
2024-04-02,EBS,gp3,ap-southeast-1,29.62,0.0,0.0,71.22,378.21,730,optimal
2024-07-29,S3,Glacier,ap-southeast-1,41.41,0.0,0.0,27.89,10000.76,730,optimal
2024-05-01,Lambda,512MB,ap-southeast-1,0.09,24.93,62.04,0.05,0.0,0,optimal
2024-08-17,RDS,db.r5.xlarge,us-west-2,272.99,37.33,36.31,73.93,694.39,558,reserved_instance
2024-08-28,RDS,db.t3.medium,ap-southeast-1,49.07,18.69,48.38,11.76,306.59,692,optimal
2024-08-13,Lambda,512MB,eu-central-1,0.09,63.86,36.97,0.44,0.0,0,optimal
2024-09-14,EBS,io2,us-west-2,28.07,0.0,0.0,38.33,224.57,730,downgrade_to_gp3
2024-11-05,RDS,db.t3.medium,us-east-1,50.95,52.65,44.15,26.7,1009.77,728,optimal
2024-09-03,S3,Glacier,us-east-1,15.79,0.0,0.0,56.91,4155.72,730,optimal
2024-12-30,EBS,gp2,eu-west-1,14.85,0.0,0.0,18.12,147.11,730,delete_unused
2024-03-23,S3,Intelligent-Tiering,ap-south-1,82.4,0.0,0.0,20.98,6380.55,730,optimal
2024-03-16,Lambda,128MB,us-west-2,0.02,24.45,49.63,1.47,0.0,0,optimal
2024-08-18,S3,Standard,eu-central-1,95.95,0.0,0.0,36.12,4222.49,730,optimal
2024-01-28,Lambda,512MB,us-west-2,0.09,5.62,30.6,7.05,0.0,0,optimal
2024-07-16,EC2,t3.2xlarge,us-west-2,42.93,12.61,24.67,180.91,97.76,128,terminate
2024-06-12,EC2,c5.xlarge,eu-west-1,40.32,9.06,17.26,256.55,79.98,249,optimal
2024-03-11,EC2,t3.xlarge,eu-central-1,40.44,38.42,35.46,68.77,77.39,242,optimal
2024-12-27,Lambda,1024MB,ap-south-1,0.17,11.97,47.59,8.38,0.0,0,optimal
2024-01-03,EC2,t3.micro,eu-west-1,3.46,16.36,5.0,128.26,42.86,320,optimal
2024-03-17,EBS,io2,us-east-1,16.89,0.0,0.0,76.25,131.72,730,optimal
2024-05-01,S3,Standard,us-east-1,41.83,0.0,0.0,6.42,1841.38,730,optimal
2024-05-02,Lambda,1024MB,us-east-1,0.17,42.68,9.09,0.75,0.0,0,reduce_memory
2024-02-26,Lambda,128MB,ap-southeast-1,0.02,26.61,43.68,0.81,0.0,0,optimal
2024-09-20,EBS,gp3,ap-southeast-1,9.38,0.0,0.0,24.9,122.62,730,delete_unused
2024-08-07,EC2,c5.large,eu-west-1,29.11,44.93,55.99,51.97,86.23,346,optimal
2024-10-19,Lambda,256MB,ap-southeast-1,0.05,24.78,30.49,2.12,0.0,0,optimal
2024-12-08,EC2,m5.2xlarge,eu-west-1,67.82,42.5,34.37,114.76,69.59,169,terminate
2024-09-26,EBS,gp2,eu-central-1,75.55,0.0,0.0,20.3,760.02,730,optimal
2024-01-23,Lambda,512MB,eu-west-1,0.09,61.75,58.25,0.62,0.0,0,optimal
2024-01-09,S3,Standard,eu-west-1,62.46,0.0,0.0,49.91,2739.13,730,optimal
2024-05-03,EC2,c5.large,ap-southeast-1,37.49,22.35,33.38,281.08,87.34,440,optimal
2024-03-09,EC2,t3.2xlarge,ap-south-1,141.77,22.1,24.45,60.73,61.4,446,downsize
2024-11-25,RDS,db.r5.large,ap-southeast-1,155.7,82.7,36.84,39.26,325.29,645,reserved_instance
2024-11-19,RDS,db.t3.small,us-east-1,22.61,64.14,37.89,36.72,273.0,634,optimal
2024-01-19,S3,Standard,us-east-1,94.27,0.0,0.0,24.07,4312.4,730,optimal
2024-04-12,EC2,t3.2xlarge,eu-west-1,200.29,40.99,58.7,62.12,76.9,627,optimal
2024-07-22,EBS,io2,eu-west-1,35.26,0.0,0.0,48.23,285.1,730,delete_unused
2024-11-27,RDS,db.t3.medium,eu-west-1,30.25,39.84,29.08,29.39,393.78,424,optimal
2024-12-01,S3,Intelligent-Tiering,us-east-1,61.77,0.0,0.0,12.72,4715.99,730,optimal
2024-07-07,Lambda,1024MB,ap-southeast-1,0.17,41.03,40.34,2.76,0.0,0,optimal
2024-08-13,Lambda,512MB,us-west-2,0.09,36.55,5.18,0.63,0.0,0,optimal
2024-09-11,Lambda,512MB,ap-south-1,0.09,48.86,2.89,0.0,0.0,0,optimal
2024-05-16,EC2,m5.large,us-east-1,49.94,6.26,5.0,133.34,127.81,540,downsize
2024-11-04,RDS,db.r5.xlarge,eu-west-1,259.66,57.28,15.26,60.13,493.76,564,reserved_instance
2024-02-22,EC2,t3.2xlarge,ap-southeast-1,135.08,21.72,21.34,86.59,91.76,402,downsize
2024-06-05,Lambda,1024MB,us-west-2,0.17,36.25,38.74,1.56,0.0,0,reduce_memory
2024-12-19,Lambda,512MB,eu-central-1,0.08,23.19,8.58,4.56,0.0,0,optimal
2024-01-22,S3,Glacier,eu-central-1,12.03,0.0,0.0,108.65,2959.07,730,optimal
2024-05-20,EC2,t3.small,ap-southeast-1,10.41,31.65,38.14,61.98,97.62,515,optimal
2024-07-05,EBS,gp3,us-east-1,18.01,0.0,0.0,33.34,231.22,730,delete_unused
2024-11-07,Lambda,128MB,us-west-2,0.02,69.65,56.18,3.87,0.0,0,optimal
2024-02-04,RDS,db.t3.medium,eu-west-1,40.14,39.08,29.3,5.8,804.57,596,optimal
2024-10-17,EC2,c5.large,us-west-2,46.09,32.0,25.66,203.38,50.63,560,optimal
2024-07-08,S3,Intelligent-Tiering,us-east-1,41.86,0.0,0.0,3.22,3434.8,730,optimal
2024-10-20,RDS,db.r5.xlarge,eu-west-1,289.46,45.45,40.21,56.05,499.68,603,reserved_instance
2024-06-09,S3,Standard,us-east-1,104.48,0.0,0.0,35.73,4409.08,730,optimal
2024-01-14,RDS,db.r5.large,ap-south-1,138.77,36.09,59.28,70.17,762.15,598,optimal
2024-10-14,EC2,t3.xlarge,eu-west-1,92.62,28.84,17.65,60.42,30.55,556,downsize
2024-04-19,EBS,io1,ap-southeast-1,38.63,0.0,0.0,78.3,302.73,730,optimal
2024-09-08,RDS,db.t3.micro,us-west-2,7.26,34.29,50.59,58.64,482.55,437,optimal
2024-08-19,RDS,db.r5.large,us-east-1,140.25,46.71,41.35,36.29,530.04,563,optimal
2024-12-07,S3,Glacier,us-east-1,3.71,0.0,0.0,35.44,911.45,730,optimal
2024-10-08,EBS,io1,eu-west-1,10.29,0.0,0.0,101.79,84.93,730,optimal
2024-12-30,RDS,db.t3.medium,ap-south-1,33.92,36.8,65.31,67.51,440.79,514,optimal
2024-03-03,RDS,db.t3.small,us-west-2,21.32,24.7,40.75,40.07,407.1,652,optimal
2024-01-14,S3,Glacier,ap-south-1,3.35,0.0,0.0,48.55,878.2,730,optimal
2024-07-07,Lambda,256MB,ap-south-1,0.05,26.54,28.87,4.1,0.0,0,optimal
2024-02-14,EC2,t3.xlarge,eu-central-1,95.57,53.2,36.94,34.9,162.36,590,optimal
2024-09-26,Lambda,1024MB,ap-south-1,0.17,18.55,28.78,0.42,0.0,0,reduce_memory
2024-02-07,RDS,db.t3.medium,ap-southeast-1,28.6,12.71,44.12,52.31,357.55,437,optimal
2024-08-18,Lambda,512MB,us-west-2,0.09,54.61,31.79,11.53,0.0,0,optimal
2024-10-09,EBS,gp3,us-west-2,19.02,0.0,0.0,39.11,240.72,730,optimal
2024-01-29,EC2,m5.2xlarge,us-west-2,152.39,70.79,65.67,37.77,116.57,411,optimal
2024-03-25,RDS,db.t3.medium,ap-southeast-1,35.94,56.43,32.29,50.12,597.71,515,optimal
2024-06-26,EBS,io1,us-east-1,30.19,0.0,0.0,32.19,245.36,730,downgrade_to_gp3
2024-11-21,EBS,io1,us-west-2,38.75,0.0,0.0,24.44,297.59,730,downgrade_to_gp3
2024-11-10,EBS,gp2,ap-south-1,21.26,0.0,0.0,74.11,216.19,730,optimal
2024-10-30,EBS,gp3,us-west-2,28.53,0.0,0.0,8.66,353.16,730,optimal
2024-11-05,S3,Glacier,us-east-1,26.56,0.0,0.0,24.07,6820.09,730,optimal
2024-01-15,EC2,t3.micro,ap-southeast-1,6.9,58.9,69.81,56.88,170.88,690,optimal
2024-05-15,RDS,db.r5.xlarge,eu-central-1,336.74,26.52,29.12,30.32,327.09,716,reserved_instance
2024-11-23,EC2,m5.xlarge,ap-southeast-1,126.77,34.34,33.88,105.71,191.43,658,optimal
2024-05-28,S3,Intelligent-Tiering,us-west-2,34.9,0.0,0.0,19.86,2837.92,730,optimal
2024-12-16,Lambda,512MB,eu-central-1,0.09,23.53,66.11,0.9,0.0,0,optimal
2024-02-07,EC2,t3.medium,eu-central-1,21.7,18.53,16.91,224.16,101.13,525,optimal
2024-09-04,Lambda,256MB,eu-west-1,0.04,20.6,51.14,0.81,0.0,0,optimal
2024-11-06,RDS,db.t3.medium,ap-southeast-1,39.11,19.47,29.16,31.36,926.6,563,optimal
2024-06-25,Lambda,256MB,eu-west-1,0.05,29.8,63.88,0.0,0.0,0,optimal
2024-09-20,EBS,gp2,eu-west-1,39.52,0.0,0.0,11.11,409.43,730,optimal
2024-03-03,S3,Intelligent-Tiering,us-west-2,61.1,0.0,0.0,73.43,5108.73,730,optimal
2024-03-13,EC2,t3.micro,eu-west-1,5.05,53.35,45.63,15.85,178.74,493,optimal
2024-11-11,Lambda,256MB,us-west-2,0.04,41.79,61.42,0.01,0.0,0,optimal
2024-06-16,EBS,io1,us-west-2,43.37,0.0,0.0,61.62,339.48,730,optimal
2024-09-12,EBS,io2,eu-central-1,35.13,0.0,0.0,57.39,274.8,730,optimal
2024-09-11,EC2,t3.small,eu-central-1,13.38,27.23,15.73,107.77,98.26,617,optimal
2024-08-22,RDS,db.t3.small,ap-south-1,19.1,61.93,50.96,194.75,223.23,580,optimal
2024-01-25,EC2,t3.xlarge,eu-central-1,123.31,14.93,7.18,115.37,22.23,711,downsize
2024-11-30,Lambda,512MB,ap-south-1,0.08,5.88,16.84,1.34,0.0,0,optimal
2024-01-05,EC2,m5.large,us-west-2,36.47,40.42,39.15,55.62,115.21,370,optimal
2024-07-06,Lambda,512MB,us-east-1,0.08,51.61,61.29,1.71,0.0,0,optimal
2024-07-24,EC2,c5.large,ap-south-1,26.07,18.9,34.89,146.57,49.35,299,optimal
2024-07-04,EBS,io1,us-east-1,99.09,0.0,0.0,48.54,793.87,730,downgrade_to_gp3
2024-08-18,EBS,io1,ap-south-1,28.56,0.0,0.0,63.45,232.1,730,optimal
2024-03-01,RDS,db.t3.micro,eu-central-1,9.67,61.08,75.0,49.35,573.33,591,optimal
2024-06-22,EBS,io1,us-west-2,38.03,0.0,0.0,21.99,299.77,730,downgrade_to_gp3
2024-09-17,Lambda,128MB,us-east-1,0.02,75.37,41.42,3.69,0.0,0,optimal
2024-01-20,RDS,db.t3.medium,eu-central-1,44.98,47.68,42.13,24.54,392.42,665,optimal
2024-08-21,RDS,db.r5.xlarge,ap-south-1,235.79,33.04,59.07,104.16,787.45,471,optimal
2024-06-16,EBS,io1,us-west-2,16.21,0.0,0.0,53.07,131.15,730,optimal
2024-11-11,S3,Glacier,eu-west-1,21.66,0.0,0.0,18.16,5449.68,730,optimal
2024-09-16,EBS,io2,ap-southeast-1,28.9,0.0,0.0,39.68,235.27,730,downgrade_to_gp3
2024-08-31,EC2,t3.2xlarge,eu-west-1,69.53,10.74,5.0,141.72,68.69,212,downsize
2024-08-01,EBS,io1,ap-southeast-1,7.45,0.0,0.0,36.52,61.79,730,downgrade_to_gp3
2024-11-18,EC2,c5.large,eu-central-1,32.04,24.43,42.42,92.43,8.05,371,optimal
2024-12-01,EBS,gp3,ap-southeast-1,19.92,0.0,0.0,24.28,248.98,730,delete_unused
2024-09-02,RDS,db.r5.xlarge,ap-southeast-1,357.16,39.94,28.35,15.59,459.25,717,reserved_instance
2024-07-13,RDS,db.t3.small,us-east-1,23.09,56.17,36.56,22.77,660.01,693,optimal
2024-12-24,EC2,t3.large,us-east-1,47.64,14.45,19.05,72.55,79.55,551,optimal
2024-06-09,Lambda,256MB,eu-central-1,0.05,60.41,56.68,4.22,0.0,0,optimal
2024-12-19,RDS,db.r5.large,ap-south-1,167.34,15.54,5.24,56.96,521.31,713,downsize
2024-08-29,EC2,t3.medium,ap-south-1,12.44,16.39,17.89,119.47,5.81,312,optimal
2024-10-14,S3,Glacier,eu-central-1,13.02,0.0,0.0,120.17,3369.31,730,optimal
2024-09-26,Lambda,512MB,us-west-2,0.08,51.22,25.84,1.43,0.0,0,optimal
2024-08-23,EBS,io1,ap-south-1,53.87,0.0,0.0,33.19,443.08,730,downgrade_to_gp3
2024-12-14,S3,Glacier,eu-central-1,26.37,0.0,0.0,59.37,6417.97,730,optimal
2024-04-08,RDS,db.t3.medium,ap-south-1,37.55,52.15,25.52,82.57,358.23,552,optimal
2024-04-25,S3,Intelligent-Tiering,ap-southeast-1,48.08,0.0,0.0,170.51,3990.35,730,optimal
2024-04-16,Lambda,512MB,eu-central-1,0.09,67.65,57.38,17.21,0.0,0,optimal
2024-06-27,EBS,io1,eu-west-1,18.64,0.0,0.0,4.49,146.38,730,delete_unused
2024-12-12,EBS,io2,eu-central-1,22.16,0.0,0.0,30.04,180.65,730,downgrade_to_gp3
2024-03-15,S3,Standard,eu-west-1,66.31,0.0,0.0,19.34,2752.45,730,optimal
2024-12-31,EC2,t3.2xlarge,eu-central-1,121.63,6.78,5.0,42.48,90.38,362,downsize
2024-09-02,RDS,db.t3.small,ap-south-1,17.61,23.0,27.37,19.67,264.1,538,optimal
2024-10-14,S3,Standard,us-east-1,47.34,0.0,0.0,26.48,2085.91,730,optimal
2024-11-11,EBS,gp3,us-west-2,12.33,0.0,0.0,19.57,157.06,730,delete_unused
2024-09-28,RDS,db.t3.small,us-east-1,15.74,35.2,27.88,10.88,184.86,451,optimal
2024-07-30,S3,Glacier,eu-central-1,8.91,0.0,0.0,83.47,2177.29,730,optimal
2024-02-21,RDS,db.t3.micro,ap-south-1,8.22,67.8,57.83,1.68,401.41,480,optimal
2024-07-27,Lambda,1024MB,ap-southeast-1,0.18,20.19,7.28,10.76,0.0,0,reduce_memory
2024-04-12,S3,Intelligent-Tiering,eu-west-1,53.21,0.0,0.0,73.0,4118.81,730,optimal
2024-11-26,EC2,t3.small,ap-southeast-1,13.99,26.85,47.83,89.73,65.16,687,optimal
2024-04-28,EBS,gp2,us-west-2,12.09,0.0,0.0,36.95,125.13,730,optimal
2024-03-31,EC2,m5.large,eu-central-1,26.59,19.45,28.33,108.89,51.58,290,optimal
2024-05-28,EC2,t3.micro,eu-west-1,6.81,33.49,27.33,93.11,112.24,681,optimal
2024-11-04,EC2,t3.2xlarge,eu-west-1,196.95,9.67,12.88,73.16,145.43,565,downsize
2024-11-24,EBS,io2,us-west-2,57.37,0.0,0.0,80.83,452.15,730,optimal
2024-08-27,S3,Standard,us-east-1,154.76,0.0,0.0,121.42,6822.64,730,intelligent_tiering
2024-06-18,RDS,db.r5.large,ap-southeast-1,129.77,39.41,66.0,44.2,394.9,531,optimal
2024-04-05,EC2,t3.2xlarge,eu-west-1,235.02,4.38,13.59,108.06,45.36,681,downsize
2024-12-11,RDS,db.t3.small,ap-south-1,25.73,29.66,49.31,46.07,201.96,727,optimal
2024-07-26,Lambda,512MB,us-east-1,0.09,38.69,11.47,0.17,0.0,0,optimal
2024-07-24,EC2,t3.medium,us-west-2,23.91,34.74,35.7,50.6,35.65,588,optimal
2024-06-14,RDS,db.t3.micro,eu-west-1,10.6,16.27,73.99,59.64,554.41,596,optimal
2024-04-30,Lambda,512MB,eu-west-1,0.09,20.42,47.78,0.41,0.0,0,optimal
2024-06-03,EBS,gp2,eu-west-1,36.74,0.0,0.0,35.41,359.73,730,optimal
2024-12-20,RDS,db.t3.micro,ap-southeast-1,7.55,35.49,15.29,19.41,557.41,460,optimal
2024-08-26,S3,Standard,eu-central-1,48.55,0.0,0.0,45.03,2121.72,730,optimal
2024-12-17,EBS,io1,ap-southeast-1,37.68,0.0,0.0,32.19,305.86,730,delete_unused
2024-05-31,S3,Glacier,us-west-2,5.66,0.0,0.0,15.44,1393.43,730,optimal
2024-04-22,RDS,db.r5.large,us-west-2,146.24,40.11,49.08,12.59,429.28,632,reserved_instance
2024-11-06,S3,Intelligent-Tiering,ap-southeast-1,26.36,0.0,0.0,51.56,2181.8,730,optimal
2024-10-08,Lambda,256MB,us-west-2,0.05,78.89,36.68,1.65,0.0,0,optimal
2024-12-14,EBS,gp2,ap-south-1,37.44,0.0,0.0,15.41,357.1,730,optimal
2024-12-26,S3,Standard,ap-south-1,44.52,0.0,0.0,5.66,1949.33,730,optimal
2024-02-27,EC2,m5.2xlarge,ap-south-1,115.15,28.33,20.6,109.59,112.18,307,downsize
2024-10-20,EBS,gp3,us-west-2,25.06,0.0,0.0,55.62,306.53,730,optimal
2024-09-23,Lambda,128MB,ap-southeast-1,0.02,41.53,21.5,0.0,0.0,0,optimal
2024-04-15,EBS,io2,us-east-1,22.08,0.0,0.0,15.95,169.56,730,downgrade_to_gp3
2024-08-16,EC2,m5.xlarge,us-west-2,118.11,47.98,42.01,65.47,59.97,625,optimal
2024-07-31,Lambda,128MB,ap-south-1,0.02,75.83,19.55,10.87,0.0,0,optimal
2024-08-24,S3,Glacier,us-east-1,31.5,0.0,0.0,9.56,8227.48,730,optimal
2024-07-21,S3,Standard,ap-southeast-1,67.57,0.0,0.0,38.26,2853.23,730,optimal
